key,title,authors,year,venue,doi,url,discovery_url,cited_in_sections
Dan2026MultilingualToxicitySurvey,A Survey of Toxicity Mitigation Strategies for Multilingual Language Models,Soham Dan; Himanshu Beniwal; Thomas Hartvigsen,2026,Findings of the Association for Computational Linguistics: ACL 2026,,,https://scholar.google.com/scholar?q=%22A%20Survey%20of%20Toxicity%20Mitigation%20Strategies%20for%20Multilingual%20Language%20Models%22,1 Introduction; 4 Content Measurement: From Labels to Policy-Conditioned Evidence
Xu2026ConceptQuickLook,Detecting Malicious Concepts Without Image Generation in AI-Generated Content (AIGC),"Xu, Kun; Wen, Wenying; Qi, Shuren; Wang, Tao; Zhang, Yushu; Fang, Yuming",2026,IEEE Transactions on Dependable and Secure Computing,,,https://scholar.google.com/scholar?q=%22Detecting%20Malicious%20Concepts%20Without%20Image%20Generation%20in%20AI-Generated%20Content%20%28AIGC%29%22,1 Introduction; 2 Review Design and Evidence Coding; 3 The SCOPE Framework: Defining Governance Validity; 7 Hidden Components as Toxicity Control Channels; 10 Cross-Cutting Synthesis and Research Agenda
Xiang2026GuardTraceVL,GuardTrace-VL: Detecting Unsafe Multimodel Reasoning via Iterative Safety Supervision,"Xiang, Yuxiao; Chen, Junchi; Jin, Zhenchao; Miao, Changtao; Yuan, Haojie; Chu, Qi; Gong, Tao; Yu, Nenghai",2026,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,https://scholar.google.com/scholar?q=%22GuardTrace-VL%3A%20Detecting%20Unsafe%20Multimodel%20Reasoning%20via%20Iterative%20Safety%20Supervision%22,8 Adaptive Evasion and Detection–Mitigation Coupling
Huang2026LLaVAShield,LLaVAShield: Safeguarding Multimodal Multi-Turn Dialogues in Vision-Language Models,"Huang, Guolei; Peng, Qinzhi; Xu, Gan; Huang, Yao; Lu, Yuxuan; Shen, Yongjun",2026,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,https://scholar.google.com/scholar?q=%22LLaVAShield%3A%20Safeguarding%20Multimodal%20Multi-Turn%20Dialogues%20in%20Vision-Language%20Models%22,5 Interactive Behavior: From Output Scores to Trajectory-Level Safety; 10 Cross-Cutting Synthesis and Research Agenda
Weng2026MErasureBench,M-ErasureBench: A Comprehensive Multimodal Evaluation Benchmark for Concept Erasure in Diffusion Models,"Weng, Ju-Hsuan; Liao, Jia-Wei; Chou, Cheng-Fu; Chen, Jun-Cheng",2026,Proceedings of the IEEE/CVF Winter Conference on Applications of Computer Vision,,,https://scholar.google.com/scholar?q=%22M-ErasureBench%3A%20A%20Comprehensive%20Multimodal%20Evaluation%20Benchmark%20for%20Concept%20Erasure%20in%20Diffusion%20Models%22,7 Hidden Components as Toxicity Control Channels
Lyu2026MasqLoRA,When LoRA Betrays: Backdooring Text-to-Image Models by Masquerading as Benign Adapters,"Lyu, Liangwei; Xu, Jiaqi; Ding, Jianwei; Deng, Qiyao",2026,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,https://scholar.google.com/scholar?q=%22When%20LoRA%20Betrays%3A%20Backdooring%20Text-to-Image%20Models%20by%20Masquerading%20as%20Benign%20Adapters%22,1 Introduction; 2 Review Design and Evidence Coding; 7 Hidden Components as Toxicity Control Channels; 8 Adaptive Evasion and Detection–Mitigation Coupling; 10 Cross-Cutting Synthesis and Research Agenda
Liu2025AlignGuard,AlignGuard: Scalable Safety Alignment for Text-to-Image Generation,"Liu, Runtao; Chen, I Chieh; Gu, Jindong; Zhang, Jipeng; Pi, Renjie; Chen, Qifeng; Torr, Philip; Khakzar, Ashkan; Pizzati, Fabio",2025,Proceedings of the IEEE/CVF International Conference on Computer Vision,,,https://scholar.google.com/scholar?q=%22AlignGuard%3A%20Scalable%20Safety%20Alignment%20for%20Text-to-Image%20Generation%22,"6 Compositional Semantics, Generation Risk, and Visual Safety"
Liu2025AutoPromptT2I,AutoPrompt: Automated Red-Teaming of Text-to-Image Models via LLM-Driven Adversarial Prompts,"Liu, Yufan; Zhang, Wanqian; Chen, Huashan; Wang, Lin; Jia, Xiaojun; Lin, Zheng; Wang, Weiping",2025,Proceedings of the IEEE/CVF International Conference on Computer Vision,,,https://scholar.google.com/scholar?q=%22AutoPrompt%3A%20Automated%20Red-Teaming%20of%20Text-to-Image%20Models%20via%20LLM-Driven%20Adversarial%20Prompts%22,8 Adaptive Evasion and Detection–Mitigation Coupling
Wang2025MMSafeAware,Can't See the Forest for the Trees: Benchmarking Multimodal Safety Awareness for Multimodal LLMs,"Wang, Wenxuan; Liu, Xiaoyuan; Gao, Kuiyi; Huang, Jen-tse; Yuan, Youliang; He, Pinjia; Wang, Shuai; Tu, Zhaopeng",2025,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),,,https://scholar.google.com/scholar?q=%22Can%27t%20See%20the%20Forest%20for%20the%20Trees%3A%20Benchmarking%20Multimodal%20Safety%20Awareness%20for%20Multimodal%20LLMs%22,1 Introduction; 3 The SCOPE Framework: Defining Governance Validity; 9 Decision-Oriented Governance Under Uncertainty
Li2025DetectGuide,Detect-and-Guide: Self-Regulation of Diffusion Models for Safe Text-to-Image Generation via Guideline Token Optimization,"Li, Feifei; Zhang, Mi; Sun, Yiming; Yang, Min",2025,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,https://scholar.google.com/scholar?q=%22Detect-and-Guide%3A%20Self-Regulation%20of%20Diffusion%20Models%20for%20Safe%20Text-to-Image%20Generation%20via%20Guideline%20Token%20Optimization%22,"6 Compositional Semantics, Generation Risk, and Visual Safety"
Yang2025Distraction,Distraction is All You Need for Multimodal Large Language Model Jailbreaking,"Yang, Zuopeng; Fan, Jiluan; Yan, Anli; Gao, Erdun; Lin, Xin; Li, Tao; Mo, Kanghua; Dong, Changyu",2025,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,https://scholar.google.com/scholar?q=%22Distraction%20is%20All%20You%20Need%20for%20Multimodal%20Large%20Language%20Model%20Jailbreaking%22,8 Adaptive Evasion and Detection–Mitigation Coupling
Zhao2025MetaTox,Enhancing LLM-Based Hatred and Toxicity Detection with Meta-Toxic Knowledge Graph,"Zhao, Yibo; Zhu, Jiapeng; Xu, Can; Liu, Yao; Li, Xiang",2025,Findings of the Association for Computational Linguistics: ACL 2025,,,https://scholar.google.com/scholar?q=%22Enhancing%20LLM-Based%20Hatred%20and%20Toxicity%20Detection%20with%20Meta-Toxic%20Knowledge%20Graph%22,4 Content Measurement: From Labels to Policy-Conditioned Evidence
Yang2025ToxicChinese,"Exploring Multimodal Challenges in Toxic Chinese Detection: Taxonomy, Benchmark, and Findings","Yang, Shujian; Cui, Shiyao; Hu, Chuanrui; Wang, Haicheng; Zhang, Tianwei; Huang, Minlie; Lu, Jialiang; Qiu, Han",2025,Findings of the Association for Computational Linguistics: ACL 2025,,,https://scholar.google.com/scholar?q=%22Exploring%20Multimodal%20Challenges%20in%20Toxic%20Chinese%20Detection%3A%20Taxonomy%2C%20Benchmark%2C%20and%20Findings%22,4 Content Measurement: From Labels to Policy-Conditioned Evidence
Gong2025FigStep,FigStep: Jailbreaking Large Vision-Language Models via Typographic Visual Prompts,"Gong, Yichen; Ran, Delong; Liu, Jinyuan; Wang, Conglei; Cong, Tianshuo; Wang, Anyu; Duan, Sisi; Wang, Xiaoyun",2025,Proceedings of the AAAI Conference on Artificial Intelligence,,,https://scholar.google.com/scholar?q=%22FigStep%3A%20Jailbreaking%20Large%20Vision-Language%20Models%20via%20Typographic%20Visual%20Prompts%22,8 Adaptive Evasion and Detection–Mitigation Coupling; 10 Cross-Cutting Synthesis and Research Agenda
Thakral2025FADE,Fine-Grained Erasure in Text-to-Image Diffusion-based Foundation Models,"Thakral, Kartik; Glaser, Tamar; Hassner, Tal; Vatsa, Mayank; Singh, Richa",2025,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,https://scholar.google.com/scholar?q=%22Fine-Grained%20Erasure%20in%20Text-to-Image%20Diffusion-based%20Foundation%20Models%22,7 Hidden Components as Toxicity Control Channels
Russinovich2025Crescendo,"Great, Now Write an Article About That: The Crescendo Multi-Turn LLM Jailbreak Attack","Russinovich, Mark; Salem, Ahmed; Eldan, Ronen",2025,34th USENIX Security Symposium,,,https://scholar.google.com/scholar?q=%22Great%2C%20Now%20Write%20an%20Article%20About%20That%3A%20The%20Crescendo%20Multi-Turn%20LLM%20Jailbreak%20Attack%22,1 Introduction; 5 Interactive Behavior: From Output Scores to Trajectory-Level Safety; 10 Cross-Cutting Synthesis and Research Agenda
Moon2025HolisticBenchmark,Holistic Unlearning Benchmark: A Multi-Faceted Evaluation for Text-to-Image Diffusion Model Unlearning,"Moon, Saemi; Lee, Minjong; Park, Sangdon; Kim, Dongwoo",2025,Proceedings of the IEEE/CVF International Conference on Computer Vision,,,https://scholar.google.com/scholar?q=%22Holistic%20Unlearning%20Benchmark%3A%20A%20Multi-Faceted%20Evaluation%20for%20Text-to-Image%20Diffusion%20Model%20Unlearning%22,7 Hidden Components as Toxicity Control Channels
Ghosal2025Immune,Immune: Improving Safety Against Jailbreaks in Multi-modal LLMs via Inference-Time Alignment,"Ghosal, Soumya Suvra; Chakraborty, Souradip; Singh, Vaibhav; Guan, Tianrui; Wang, Mengdi; Beirami, Ahmad; Huang, Furong; Velasquez, Alvaro; Manocha, Dinesh; Bedi, Amrit Singh",2025,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,https://scholar.google.com/scholar?q=%22Immune%3A%20Improving%20Safety%20Against%20Jailbreaks%20in%20Multi-modal%20LLMs%20via%20Inference-Time%20Alignment%22,8 Adaptive Evasion and Detection–Mitigation Coupling
Wang2025MMLLinkage,Jailbreak Large Vision-Language Models Through Multi-Modal Linkage,"Wang, Yu; Zhou, Xiaofei; Wang, Yichen; Zhang, Geyuan; He, Tianxing",2025,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics,,,https://scholar.google.com/scholar?q=%22Jailbreak%20Large%20Vision-Language%20Models%20Through%20Multi-Modal%20Linkage%22,8 Adaptive Evasion and Detection–Mitigation Coupling; 10 Cross-Cutting Synthesis and Research Agenda
Jin2025JailbreakDiffBench,JailbreakDiffBench: A Comprehensive Benchmark for Jailbreaking Diffusion Models,"Jin, Xiaolong; Weng, Zixuan; Guo, Hanxi; Yin, Chenlong; Cheng, Siyuan; Shen, Guangyu; Zhang, Xiangyu",2025,Proceedings of the IEEE/CVF International Conference on Computer Vision,,,https://scholar.google.com/scholar?q=%22JailbreakDiffBench%3A%20A%20Comprehensive%20Benchmark%20for%20Jailbreaking%20Diffusion%20Models%22,1 Introduction; 3 The SCOPE Framework: Defining Governance Validity; 8 Adaptive Evasion and Detection–Mitigation Coupling; 10 Cross-Cutting Synthesis and Research Agenda
Chao2024JailbreakingBlackBox,Jailbreaking Black Box Large Language Models in Twenty Queries,"Chao, Patrick; Robey, Alexander; Dobriban, Edgar; Hassani, Hamed; Pappas, George J.; Wong, Eric",2025,2025 IEEE Conference on Secure and Trustworthy Machine Learning,,,https://scholar.google.com/scholar?q=%22Jailbreaking%20Black%20Box%20Large%20Language%20Models%20in%20Twenty%20Queries%22,8 Adaptive Evasion and Detection–Mitigation Coupling
Zhao2025ShuffleAttack,Jailbreaking Multimodal Large Language Models via Shuffle Inconsistency,"Zhao, Shiji; Duan, Ranjie; Wang, Fengxiang; Chen, Chi; Kang, Caixin; Ruan, Shouwei; Tao, Jialing; Chen, YueFeng; Xue, Hui; Wei, Xingxing",2025,Proceedings of the IEEE/CVF International Conference on Computer Vision,,,https://scholar.google.com/scholar?q=%22Jailbreaking%20Multimodal%20Large%20Language%20Models%20via%20Shuffle%20Inconsistency%22,8 Adaptive Evasion and Detection–Mitigation Coupling
Liu2025LoRATK,"LoRATK: LoRA Once, Backdoor Everywhere in the Share-and-Play Ecosystem","Liu, Hongyi; Zhong, Shaochen; Sun, Xintong; Tian, Minghao; Hariri, Mohsen; Liu, Zirui; Tang, Ruixiang; Jiang, Zhimeng; Yuan, Jiayi; Chuang, Yu-Neng; Li, Li; Choi, Soo-Hyun; Chen, Rui; Chaudhary, Vipin; Hu, Xia",2025,Findings of the Association for Computational Linguistics: EMNLP 2025,,,https://scholar.google.com/scholar?q=%22LoRATK%3A%20LoRA%20Once%2C%20Backdoor%20Everywhere%20in%20the%20Share-and-Play%20Ecosystem%22,1 Introduction; 2 Review Design and Evidence Coding; 7 Hidden Components as Toxicity Control Channels; 8 Adaptive Evasion and Detection–Mitigation Coupling; 10 Cross-Cutting Synthesis and Research Agenda
Rusanovsky2025Memories,Memories of Forgotten Concepts,"Rusanovsky, Matan; Malnick, Shimon; Jevnisek, Amir; Fried, Ohad; Avidan, Shai",2025,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,https://scholar.google.com/scholar?q=%22Memories%20of%20Forgotten%20Concepts%22,7 Hidden Components as Toxicity Control Channels
Gao2025MetaUnlearning,Meta-Unlearning on Diffusion Models: Preventing Relearning Unlearned Concepts,"Gao, Hongcheng; Pang, Tianyu; Du, Chao; Hu, Taihang; Deng, Zhijie; Lin, Min",2025,Proceedings of the IEEE/CVF International Conference on Computer Vision,,,https://scholar.google.com/scholar?q=%22Meta-Unlearning%20on%20Diffusion%20Models%3A%20Preventing%20Relearning%20Unlearned%20Concepts%22,7 Hidden Components as Toxicity Control Channels
Suvarna2025ModelCitizens,ModelCitizens: Representing Community Voices in Online Safety,"Suvarna, Ashima; Chance, Christina; Naranjo, Karolina; Palangi, Hamid; Hao, Sophie; Hartvigsen, Thomas; Gabriel, Saadia",2025,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing,,,https://scholar.google.com/scholar?q=%22ModelCitizens%3A%20Representing%20Community%20Voices%20in%20Online%20Safety%22,1 Introduction; 9 Decision-Oriented Governance Under Uncertainty; 10 Cross-Cutting Synthesis and Research Agenda
Cui2025ORBench,OR-Bench: An Over-Refusal Benchmark for Large Language Models,"Cui, Justin; Chiang, Wei-Lin; Stoica, Ion; Hsieh, Cho-Jui",2025,Proceedings of the 42nd International Conference on Machine Learning,,,https://scholar.google.com/scholar?q=%22OR-Bench%3A%20An%20Over-Refusal%20Benchmark%20for%20Large%20Language%20Models%22,5 Interactive Behavior: From Output Scores to Trajectory-Level Safety
Lyu2025PLA,PLA: Prompt Learning Attack against Text-to-Image Generative Models,"Lyu, Xinqi; Liu, Yihao; Li, Yanjie; Xiao, Bin",2025,Proceedings of the IEEE/CVF International Conference on Computer Vision,,,https://scholar.google.com/scholar?q=%22PLA%3A%20Prompt%20Learning%20Attack%20against%20Text-to-Image%20Generative%20Models%22,8 Adaptive Evasion and Detection–Mitigation Coupling
Wang2025SIUO,Safe Inputs but Unsafe Output: Benchmarking Cross-Modality Safety Alignment of Large Vision-Language Models,"Wang, Siyin; Ye, Xingsong; Cheng, Qinyuan; Duan, Junwen; Li, Shimin; Fu, Jinlan; Qiu, Xipeng; Huang, Xuanjing",2025,Findings of the Association for Computational Linguistics: NAACL 2025,,,https://scholar.google.com/scholar?q=%22Safe%20Inputs%20but%20Unsafe%20Output%3A%20Benchmarking%20Cross-Modality%20Safety%20Alignment%20of%20Large%20Vision-Language%20Models%22,"6 Compositional Semantics, Generation Risk, and Visual Safety"
Yoon2025SAFREE,SAFREE: Training-Free and Adaptive Guard for Safe Text-to-Image and Video Generation,"Yoon, Jaehong; Yu, Shoubin; Patil, Vaidehi Ramesh; Yao, Huaxiu; Bansal, Mohit",2025,International Conference on Learning Representations,,,https://scholar.google.com/scholar?q=%22SAFREE%3A%20Training-Free%20and%20Adaptive%20Guard%20for%20Safe%20Text-to-Image%20and%20Video%20Generation%22,"6 Compositional Semantics, Generation Risk, and Visual Safety"
Li2025SculptingMemory,Sculpting Memory: Multi-Concept Forgetting in Diffusion Models via Dynamic Mask and Concept-Aware Optimization,"Li, Gen; Xiao, Yang; Ji, Jie; Deng, Kaiyuan; Hui, Bo; Guo, Linke; Ma, Xiaolong",2025,Proceedings of the IEEE/CVF International Conference on Computer Vision,,,https://scholar.google.com/scholar?q=%22Sculpting%20Memory%3A%20Multi-Concept%20Forgetting%20in%20Diffusion%20Models%20via%20Dynamic%20Mask%20and%20Concept-Aware%20Optimization%22,7 Hidden Components as Toxicity Control Channels
Wang2024SecurityPrivacyAIGC,Security and Privacy on Generative Data in AIGC: A Survey,"Wang, Tao; Zhang, Yushu; Qi, Shuren; Zhao, Ruoyu; Xia, Zhihua; Weng, Jian",2025,ACM Computing Surveys,,,https://scholar.google.com/scholar?q=%22Security%20and%20Privacy%20on%20Generative%20Data%20in%20AIGC%3A%20A%20Survey%22,1 Introduction
Xie2025SORRYBench,SORRY-Bench: Systematically Evaluating Large Language Model Safety Refusal,"Xie, Tinghao; Qi, Xiangyu; Zeng, Yi; Huang, Yangsibo; Sehwag, Udari; Huang, Kaixuan; He, Luxi; Wei, Boyi; Li, Dacheng; Sheng, Ying; Jia, Ruoxi; Li, Bo; Li, Kai; Chen, Danqi; Henderson, Peter; Mittal, Prateek",2025,The Thirteenth International Conference on Learning Representations,,,https://scholar.google.com/scholar?q=%22SORRY-Bench%3A%20Systematically%20Evaluating%20Large%20Language%20Model%20Safety%20Refusal%22,5 Interactive Behavior: From Output Scores to Trajectory-Level Safety
Li2025T2ISafety,"T2ISafety: Benchmark for Assessing Fairness, Toxicity, and Privacy in Image Generation","Li, Lijun; Shi, Zhelun; Hu, Xuhao; Dong, Bowen; Qin, Yiran; Liu, Xihui; Sheng, Lu; Shao, Jing",2025,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,https://scholar.google.com/scholar?q=%22T2ISafety%3A%20Benchmark%20for%20Assessing%20Fairness%2C%20Toxicity%2C%20and%20Privacy%20in%20Image%20Generation%22,"6 Compositional Semantics, Generation Risk, and Visual Safety"
George2025IllusionUnlearning,The Illusion of Unlearning: The Unstable Nature of Machine Unlearning in Text-to-Image Diffusion Models,"George, Naveen; Dasaraju, Karthik Nandan; Chittepu, Rutheesh Reddy; Mopuri, Konda Reddy",2025,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,https://scholar.google.com/scholar?q=%22The%20Illusion%20of%20Unlearning%3A%20The%20Unstable%20Nature%20of%20Machine%20Unlearning%20in%20Text-to-Image%20Diffusion%20Models%22,7 Hidden Components as Toxicity Control Channels
Wu2025Themis,Themis: Regulating Textual Inversion for Personalized Concept Censorship,"Wu, Yutong; Zhang, Jie; Kerschbaum, Florian; Zhang, Tianwei",2025,Proceedings of the Network and Distributed System Security Symposium,,,https://scholar.google.com/scholar?q=%22Themis%3A%20Regulating%20Textual%20Inversion%20for%20Personalized%20Concept%20Censorship%22,7 Hidden Components as Toxicity Control Channels
Qu2025UnsafeBench,UnsafeBench: Benchmarking Image Safety Classifiers on Real-World and AI-Generated Images,"Qu, Yiting; Shen, Xinyue; Wu, Yixin; Backes, Michael; Zannettou, Savvas; Zhang, Yang",2025,Proceedings of the 2025 ACM SIGSAC Conference on Computer and Communications Security,,,https://scholar.google.com/scholar?q=%22UnsafeBench%3A%20Benchmarking%20Image%20Safety%20Classifiers%20on%20Real-World%20and%20AI-Generated%20Images%22,"6 Compositional Semantics, Generation Risk, and Visual Safety"
Sima2025VisCRA,VisCRA: A Visual Chain Reasoning Attack for Jailbreaking Multimodal Large Language Models,"Sima, Bingrui; Cong, Linhua; Wang, Wenxuan; He, Kun",2025,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing,,,https://scholar.google.com/scholar?q=%22VisCRA%3A%20A%20Visual%20Chain%20Reasoning%20Attack%20for%20Jailbreaking%20Multimodal%20Large%20Language%20Models%22,8 Adaptive Evasion and Detection–Mitigation Coupling
Geng2025VSCBench,VSCBench: Bridging the Gap in Vision-Language Model Safety Calibration,"Geng, Jiahui; Li, Qing; Chen, Zongxiong; Wang, Yuxia; Zhu, Derui; Xie, Zhuohan; Lyu, Chenyang; Chen, Xiuying; Nakov, Preslav; Karray, Fakhri",2025,Findings of the Association for Computational Linguistics: ACL 2025,,,https://scholar.google.com/scholar?q=%22VSCBench%3A%20Bridging%20the%20Gap%20in%20Vision-Language%20Model%20Safety%20Calibration%22,"6 Compositional Semantics, Generation Risk, and Visual Safety; 10 Cross-Cutting Synthesis and Research Agenda"
Achara2025Watchdogs,Watching the AI Watchdogs: A Fairness and Robustness Analysis of AI Safety Moderation Classifiers,"Achara, Akshit; Chhabra, Anshuman",2025,Proceedings of the 2025 Conference of the Nations of the Americas Chapter of the Association for Computational Linguistics: Human Language Technologies (Volume 2: Short Papers),,,https://scholar.google.com/scholar?q=%22Watching%20the%20AI%20Watchdogs%3A%20A%20Fairness%20and%20Robustness%20Analysis%20of%20AI%20Safety%20Moderation%20Classifiers%22,1 Introduction; 9 Decision-Oriented Governance Under Uncertainty
Souly2024StrongREJECT,A StrongREJECT for Empty Jailbreaks,"Souly, Alexandra; Lu, Qingyuan; Bowen, Dillon; Trinh, Tu; Hsieh, Elvis; Pandey, Sana; Abbeel, Pieter; Svegliato, Justin; Emmons, Scott; Watkins, Olivia; Toyer, Sam",2024,Advances in Neural Information Processing Systems: Datasets and Benchmarks Track,,,https://scholar.google.com/scholar?q=%22A%20StrongREJECT%20for%20Empty%20Jailbreaks%22,5 Interactive Behavior: From Output Scores to Trajectory-Level Safety
Hong2024AllButOne,All but One: Surgical Concept Erasing with Model Preservation in Text-to-Image Diffusion Models,"Hong, SeungHoo; Lee, Juhun; Woo, Simon S.",2024,Proceedings of the AAAI Conference on Artificial Intelligence,,,https://scholar.google.com/scholar?q=%22All%20but%20One%3A%20Surgical%20Concept%20Erasing%20with%20Model%20Preservation%20in%20Text-to-Image%20Diffusion%20Models%22,7 Hidden Components as Toxicity Control Channels
Jiang2024ArtPrompt,ArtPrompt: ASCII Art-based Jailbreak Attacks against Aligned LLMs,"Jiang, Fengqing; Xu, Zhangchen; Niu, Luyao; Xiang, Zhen; Ramasubramanian, Bhaskar; Li, Bo; Poovendran, Radha",2024,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics,,,https://scholar.google.com/scholar?q=%22ArtPrompt%3A%20ASCII%20Art-based%20Jailbreak%20Attacks%20against%20Aligned%20LLMs%22,8 Adaptive Evasion and Detection–Mitigation Coupling
Liu2024AutoDAN,AutoDAN: Generating Stealthy Jailbreak Prompts on Aligned Large Language Models,"Liu, Xiaogeng; Xu, Nan; Chen, Muhao; Xiao, Chaowei",2024,International Conference on Learning Representations,,,https://scholar.google.com/scholar?q=%22AutoDAN%3A%20Generating%20Stealthy%20Jailbreak%20Prompts%20on%20Aligned%20Large%20Language%20Models%22,8 Adaptive Evasion and Detection–Mitigation Coupling
Hossain2024DecipheringHate,Deciphering Hate: Identifying Hateful Memes and Their Targets,"Hossain, Eftekhar; Sharif, Omar; Hoque, Mohammed Moshiul; Preum, Sarah M.",2024,Proceedings of the 62nd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),,,https://scholar.google.com/scholar?q=%22Deciphering%20Hate%3A%20Identifying%20Hateful%20Memes%20and%20Their%20Targets%22,"6 Compositional Semantics, Generation Risk, and Visual Safety"
Wang2024BacktranslationDefense,Defending LLMs against Jailbreaking Attacks via Backtranslation,"Wang, Yihan; Shi, Zhouxing; Bai, Andrew; Hsieh, Cho-Jui",2024,Findings of the Association for Computational Linguistics: ACL 2024,,,https://scholar.google.com/scholar?q=%22Defending%20LLMs%20against%20Jailbreaking%20Attacks%20via%20Backtranslation%22,8 Adaptive Evasion and Detection–Mitigation Coupling
Zhang2024AdvUnlearn,Defensive Unlearning with Adversarial Training for Robust Concept Erasure in Diffusion Models,"Zhang, Yimeng; Chen, Xin; Jia, Jinghan; Zhang, Yihua; Fan, Chongyu; Liu, Jiancheng; Hong, Mingyi; Ding, Ke; Liu, Sijia",2024,Advances in Neural Information Processing Systems,,,https://scholar.google.com/scholar?q=%22Defensive%20Unlearning%20with%20Adversarial%20Training%20for%20Robust%20Concept%20Erasure%20in%20Diffusion%20Models%22,7 Hidden Components as Toxicity Control Channels
Wang2024DoNotAnswer,Do-Not-Answer: Evaluating Safeguards in LLMs,"Wang, Yuxia; Li, Haonan; Han, Xudong; Nakov, Preslav; Baldwin, Timothy",2024,Findings of the Association for Computational Linguistics: EACL 2024,,,https://scholar.google.com/scholar?q=%22Do-Not-Answer%3A%20Evaluating%20Safeguards%20in%20LLMs%22,1 Introduction
Gou2024ECSO,"Eyes Closed, Safety On: Protecting Multimodal LLMs via Image-to-Text Transformation","Gou, Yunhao; Chen, Kai; Liu, Zhili; Hong, Lanqing; Xu, Hang; Li, Zhenguo; Yeung, Dit-Yan; Kwok, James; Zhang, Yu",2024,European Conference on Computer Vision,,,https://scholar.google.com/scholar?q=%22Eyes%20Closed%2C%20Safety%20On%3A%20Protecting%20Multimodal%20LLMs%20via%20Image-to-Text%20Transformation%22,"6 Compositional Semantics, Generation Risk, and Visual Safety"
Qi2024FineTuningSafety,"Fine-Tuning Aligned Language Models Compromises Safety, Even When Users Do Not Intend To!","Qi, Xiangyu; Zeng, Yi; Xie, Tinghao; Chen, Pin-Yu; Jia, Ruoxi; Mittal, Prateek; Henderson, Peter",2024,International Conference on Learning Representations,,,https://scholar.google.com/scholar?q=%22Fine-Tuning%20Aligned%20Language%20Models%20Compromises%20Safety%2C%20Even%20When%20Users%20Do%20Not%20Intend%20To%21%22,1 Introduction; 5 Interactive Behavior: From Output Scores to Trajectory-Level Safety
Zhang2024ForgetMeNot,Forget-Me-Not: Learning to Forget in Text-to-Image Diffusion Models,"Zhang, Gong; Wang, Kai; Xu, Xingqian; Wang, Zhangyang; Shi, Humphrey",2024,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops,,,https://scholar.google.com/scholar?q=%22Forget-Me-Not%3A%20Learning%20to%20Forget%20in%20Text-to-Image%20Diffusion%20Models%22,7 Hidden Components as Toxicity Control Channels
Liu2024PromptInjectionFormal,Formalizing and Benchmarking Prompt Injection Attacks and Defenses,"Liu, Yupei; Jia, Yuqi; Geng, Runpeng; Jia, Jinyuan; Gong, Neil Zhenqiang",2024,Proceedings of the 33rd USENIX Security Symposium,,,https://scholar.google.com/scholar?q=%22Formalizing%20and%20Benchmarking%20Prompt%20Injection%20Attacks%20and%20Defenses%22,8 Adaptive Evasion and Detection–Mitigation Coupling
Wang2024MMLMJailbreakSurvey,From LLMs to MLLMs: Exploring the Landscape of Multimodal Jailbreaking,"Wang, Siyuan; Long, Zhuohan; Fan, Zhihao; Wei, Zhongyu",2024,Proceedings of the 2024 Conference on Empirical Methods in Natural Language Processing,,,https://scholar.google.com/scholar?q=%22From%20LLMs%20to%20MLLMs%3A%20Exploring%20the%20Landscape%20of%20Multimodal%20Jailbreaking%22,8 Adaptive Evasion and Detection–Mitigation Coupling
Yuan2024CipherChat,GPT-4 Is Too Smart To Be Safe: Stealthy Chat with LLMs via Cipher,"Yuan, Youliang; Jiao, Wenxiang; Wang, Wenxuan; Huang, Jen-Tse; He, Pinjia; Shi, Shuming; Tu, Zhaopeng",2024,The Twelfth International Conference on Learning Representations,,,https://scholar.google.com/scholar?q=%22GPT-4%20Is%20Too%20Smart%20To%20Be%20Safe%3A%20Stealthy%20Chat%20with%20LLMs%20via%20Cipher%22,8 Adaptive Evasion and Detection–Mitigation Coupling
